source_url,local_file,storage_path,public_url
https://burnsandcoauctions.com.au/wp-content/uploads/233-1-10.jpg,clean_images/233-1-10.jpg,clean/233-1-10.jpg,https://mukwbghfxluvcvbthbkg.supabase.co/storage/v1/object/public/clean-images/clean/233-1-10.jpg
